race,gender,age,is_match,similarity,predicted_match,correct
White,Male,0-2,False,0.5614401603748719,False,True
White,Male,0-2,True,0.7353007673948206,False,False
White,Male,0-2,False,0.08116543966145318,False,True
White,Male,0-2,True,0.8048432588226377,True,True
White,Male,0-2,False,0.02153795574118004,False,True
White,Male,0-2,True,0.7667210037665199,True,True
White,Male,0-2,False,0.17368998913831726,False,True
White,Male,0-2,True,0.7932174175593854,True,True
White,Male,0-2,False,0.04430331457397331,False,True
White,Male,0-2,True,0.7964789441057831,True,True
White,Male,0-2,False,0.3634365071213157,False,True
White,Male,0-2,True,0.7685062143776966,True,True
White,Male,0-2,False,0.04451926361775855,False,True
White,Male,0-2,True,0.6970905952696393,False,False
White,Male,0-2,False,0.07686805166018273,False,True
White,Male,0-2,True,0.7909636569092033,True,True
White,Male,0-2,False,0.07896413075635829,False,True
White,Male,0-2,True,0.7558131207013764,True,True
White,Male,0-2,False,0.21443633700766768,False,True
White,Male,0-2,True,0.7874797143531711,True,True
White,Male,0-2,False,0.20396807389652166,False,True
White,Male,0-2,True,0.8157940782318782,True,True
White,Male,0-2,False,0.11745717912741963,False,True
White,Male,0-2,True,0.7678373214029068,True,True
White,Male,0-2,False,0.11460488488533122,False,True
White,Male,0-2,True,0.7610125441193807,True,True
White,Male,0-2,False,0.15554292821450205,False,True
White,Male,0-2,True,0.8064736832600621,True,True
White,Male,0-2,False,0.3048124928995074,False,True
White,Male,0-2,True,0.8004807022704257,True,True
White,Male,0-2,False,0.06247337795777634,False,True
White,Male,0-2,True,0.7656327925938993,True,True
White,Male,0-2,False,0.10667538865383806,False,True
White,Male,0-2,True,0.7862486279480227,True,True
White,Male,0-2,False,0.30652101531981385,False,True
White,Male,0-2,True,0.7716095363233024,True,True
White,Male,0-2,False,0.11254929362883889,False,True
White,Male,0-2,True,0.7794802952991937,True,True
White,Male,0-2,False,0.12717141000511822,False,True
White,Male,0-2,True,0.7655907346586991,True,True
White,Male,0-2,False,0.19871163788682084,False,True
White,Male,0-2,True,0.782185410545325,True,True
White,Male,0-2,False,0.12068442974040786,False,True
White,Male,0-2,True,0.6940843776386783,False,False
White,Male,0-2,False,0.2218946905437446,False,True
White,Male,0-2,True,0.758244884156647,True,True
White,Male,0-2,False,0.44262543976165625,False,True
White,Male,0-2,True,0.8339116455005524,True,True
White,Male,0-2,False,0.2795205190748333,False,True
White,Male,0-2,True,0.8285806378302459,True,True
White,Male,0-2,False,0.3235917290538034,False,True
White,Male,0-2,True,0.8087485052263106,True,True
White,Male,0-2,False,0.20284090294546886,False,True
White,Male,0-2,True,0.7928836230476035,True,True
White,Male,0-2,False,0.35176063438961286,False,True
White,Male,0-2,True,0.7643902664114924,True,True
White,Male,0-2,False,0.09791562308395893,False,True
White,Male,0-2,True,0.800290692520671,True,True
White,Male,0-2,False,0.24380191070395557,False,True
White,Male,0-2,True,0.7447883167468347,False,False
White,Male,0-2,False,0.15685039955489483,False,True
White,Male,0-2,True,0.8087077858711047,True,True
White,Male,0-2,False,0.3298902649460754,False,True
White,Male,0-2,True,0.7685861508148695,True,True
White,Male,0-2,False,0.08697278973115691,False,True
White,Male,0-2,True,0.8190635549645798,True,True
White,Male,0-2,False,0.10053419873404004,False,True
White,Male,0-2,True,0.6930153222811553,False,False
White,Male,0-2,False,0.21876221610898422,False,True
White,Male,0-2,True,0.7912265750811658,True,True
White,Male,0-2,False,0.1778517376139166,False,True
White,Male,0-2,True,0.8200002115648433,True,True
White,Male,0-2,False,0.27441754854130446,False,True
White,Male,0-2,True,0.7938789788892919,True,True
White,Male,0-2,False,0.11218674327908358,False,True
White,Male,0-2,True,0.7685460337027695,True,True
White,Male,0-2,False,0.04130570238430871,False,True
White,Male,0-2,True,0.7996123986568762,True,True
White,Male,0-2,False,0.13597979895088586,False,True
White,Male,0-2,True,0.7479607455905045,False,False
White,Male,0-2,False,0.043176964473521984,False,True
White,Male,0-2,True,0.783263532892102,True,True
White,Male,0-2,False,0.23006846424388216,False,True
White,Male,0-2,True,0.8070527389953244,True,True
White,Male,0-2,False,0.08868255425576578,False,True
White,Male,0-2,True,0.7608888224178485,True,True
White,Male,0-2,False,0.08804833290917605,False,True
White,Male,0-2,True,0.7372685373165665,False,False
White,Male,0-2,False,0.3803550226882815,False,True
White,Male,0-2,True,0.7648640632923634,True,True
White,Male,0-2,False,0.3231773429879934,False,True
White,Male,0-2,True,0.7501538757864605,True,True
White,Male,0-2,False,0.24545079509389828,False,True
White,Male,0-2,True,0.8100913411919819,True,True
White,Male,0-2,False,0.18852717689874282,False,True
White,Male,0-2,True,0.8034029430035174,True,True
White,Male,0-2,False,0.24052843007765207,False,True
White,Male,0-2,True,0.8114824914367272,True,True
White,Male,0-2,False,0.03528489299455162,False,True
White,Male,0-2,True,0.7301903024018608,False,False
White,Male,0-2,False,0.46152084207788646,False,True
White,Male,0-2,True,0.7048693087941644,False,False
White,Male,0-2,False,0.12619241162235967,False,True
White,Male,0-2,True,0.8002330540428182,True,True
White,Male,0-2,False,0.2074838159156343,False,True
White,Male,0-2,True,0.8199664472670338,True,True
White,Male,0-2,False,0.20196432315699658,False,True
White,Male,0-2,True,0.8269212629783563,True,True
White,Male,0-2,False,0.12395535881340149,False,True
White,Male,0-2,True,0.6850894305036552,False,False
White,Male,0-2,False,0.2831746050028195,False,True
White,Male,0-2,True,0.7619513375973548,True,True
White,Male,0-2,False,0.08179258560221492,False,True
White,Male,0-2,True,0.8294455583814133,True,True
White,Male,0-2,False,0.08511199473816072,False,True
White,Male,0-2,True,0.7489924582211093,False,False
White,Male,0-2,False,0.17847967233858894,False,True
White,Male,0-2,True,0.8154286491983893,True,True
White,Male,0-2,False,0.10290524705448384,False,True
White,Male,0-2,True,0.8259065302986845,True,True
White,Male,0-2,False,0.09285561140632233,False,True
White,Male,0-2,True,0.8146138392711589,True,True
White,Male,0-2,False,0.4271438866643186,False,True
White,Male,0-2,True,0.7918956343083914,True,True
White,Male,0-2,False,0.19996833441274325,False,True
White,Male,0-2,True,0.7282084924873043,False,False
White,Male,0-2,False,0.49139454654483006,False,True
White,Male,0-2,True,0.7738010585555775,True,True
White,Male,0-2,False,0.19209704673341244,False,True
White,Male,0-2,True,0.8322786461419942,True,True
White,Male,0-2,False,0.10109836814959755,False,True
White,Male,0-2,True,0.7893769045001295,True,True
White,Male,0-2,False,0.09190602337749332,False,True
White,Male,3-9,True,0.8054969846930555,True,True
White,Male,3-9,False,0.3003685016657197,False,True
White,Male,3-9,True,0.7351931903317297,False,False
White,Male,3-9,False,0.03522486946243053,False,True
White,Male,3-9,True,0.6702085069646868,False,False
White,Male,3-9,False,0.10262617021565094,False,True
White,Male,3-9,True,0.7805035632387303,True,True
White,Male,3-9,False,0.34261922920781457,False,True
White,Male,3-9,True,0.792556828088905,True,True
White,Male,3-9,False,0.1571363191317561,False,True
White,Male,3-9,True,0.8182453511617123,True,True
White,Male,3-9,False,0.24735268708353192,False,True
White,Male,3-9,True,0.7574894566984477,True,True
White,Male,3-9,False,0.05350496988869706,False,True
White,Male,3-9,True,0.8167073406685759,True,True
White,Male,3-9,False,0.1899558587729241,False,True
White,Male,3-9,True,0.7224139782441648,False,False
White,Male,3-9,False,0.21056001048461787,False,True
White,Male,3-9,True,0.7643266796743697,True,True
White,Male,3-9,False,0.35005338528541935,False,True
White,Male,3-9,True,0.7259794167013682,False,False
White,Male,3-9,False,0.28772327946385867,False,True
White,Male,3-9,True,0.8430966492397265,True,True
White,Male,3-9,False,0.13327450686956008,False,True
White,Male,3-9,True,0.7721265799030916,True,True
White,Male,3-9,False,0.22841546756891043,False,True
White,Male,3-9,True,0.7859186429768104,True,True
White,Male,3-9,False,0.05097573467156216,False,True
White,Male,3-9,True,0.7596476572325068,True,True
White,Male,3-9,False,0.31040868933107124,False,True
White,Male,3-9,True,0.7825184100770493,True,True
White,Male,3-9,False,0.37879661553471433,False,True
White,Male,3-9,True,0.8071867117606863,True,True
White,Male,3-9,False,0.1512451948627316,False,True
White,Male,3-9,True,0.750563821433101,True,True
White,Male,3-9,False,0.07520428832351769,False,True
White,Male,3-9,True,0.7246323649660825,False,False
White,Male,3-9,False,0.1427870297574559,False,True
White,Male,3-9,True,0.7841786659375756,True,True
White,Male,3-9,False,0.15470044136142969,False,True
White,Male,3-9,True,0.8103342481442128,True,True
White,Male,3-9,False,0.20017460177963864,False,True
White,Male,3-9,True,0.8135403899148886,True,True
White,Male,3-9,False,0.15007285136896223,False,True
White,Male,3-9,True,0.7662040927056409,True,True
White,Male,3-9,False,0.14128051423680005,False,True
White,Male,3-9,True,0.7494895285746702,False,False
White,Male,3-9,False,0.41019422029766217,False,True
White,Male,3-9,True,0.7637044016558809,True,True
White,Male,3-9,False,0.2167850401356053,False,True
White,Male,3-9,True,0.7637455473508645,True,True
White,Male,3-9,False,0.40197925846356913,False,True
White,Male,3-9,True,0.7109844076904382,False,False
White,Male,3-9,False,0.09426653403156837,False,True
White,Male,3-9,True,0.8035378815169312,True,True
White,Male,3-9,False,0.23335203118079112,False,True
White,Male,3-9,True,0.7513948051132042,True,True
White,Male,3-9,False,0.2508330501918351,False,True
White,Male,3-9,True,0.7742553773311069,True,True
White,Male,3-9,False,0.1234613131282284,False,True
White,Male,3-9,True,0.7629497643345978,True,True
White,Male,3-9,False,0.37584708493872404,False,True
White,Male,3-9,True,0.7979305477049856,True,True
White,Male,3-9,False,0.2184956737196092,False,True
White,Male,3-9,True,0.7829221986925881,True,True
White,Male,3-9,False,0.12836699767809823,False,True
White,Male,3-9,True,0.7426639035118998,False,False
White,Male,3-9,False,0.26655882969032263,False,True
White,Male,3-9,True,0.7599512883761149,True,True
White,Male,3-9,False,0.3511891977102761,False,True
White,Male,3-9,True,0.7820989138964275,True,True
White,Male,3-9,False,0.2690844688279482,False,True
White,Male,3-9,True,0.7737258928119608,True,True
White,Male,3-9,False,0.3037384130294399,False,True
White,Male,3-9,True,0.8029377494570373,True,True
White,Male,3-9,False,0.18065993123238983,False,True
White,Male,3-9,True,0.8049510987705939,True,True
White,Male,3-9,False,0.29721891884135665,False,True
White,Male,3-9,True,0.8155114617549408,True,True
White,Male,3-9,False,0.12489709091406363,False,True
White,Male,3-9,True,0.7475852125998053,False,False
White,Male,3-9,False,0.008353547014227646,False,True
White,Male,3-9,True,0.8222668218528617,True,True
White,Male,3-9,False,0.1658016640326983,False,True
White,Male,3-9,True,0.7605074422116191,True,True
White,Male,3-9,False,0.18767800143107816,False,True
White,Male,3-9,True,0.8002767722280821,True,True
White,Male,3-9,False,0.17364138425247852,False,True
White,Male,3-9,True,0.7524636352196273,True,True
White,Male,3-9,False,0.2646540440892394,False,True
White,Male,3-9,True,0.7367391466133847,False,False
White,Male,3-9,False,0.1636639069535139,False,True
White,Male,3-9,True,0.7330323635912287,False,False
White,Male,3-9,False,0.23455883620250517,False,True
White,Male,3-9,True,0.753334609246489,True,True
White,Male,3-9,False,0.0650212901182401,False,True
White,Male,3-9,True,0.7913943904370525,True,True
White,Male,3-9,False,0.19846463703872308,False,True
White,Male,3-9,True,0.7553942866575254,True,True
White,Male,3-9,False,0.32035868831214603,False,True
White,Male,3-9,True,0.7731047704628611,True,True
White,Male,3-9,False,0.13504049876034643,False,True
White,Male,3-9,True,0.6917034772020101,False,False
White,Male,3-9,False,0.28138097165485115,False,True
White,Male,3-9,True,0.7895043134201596,True,True
White,Male,3-9,False,0.2425705850937601,False,True
White,Male,3-9,True,0.7127773913418642,False,False
White,Male,3-9,False,0.12110023050904617,False,True
White,Male,3-9,True,0.8088034163473593,True,True
White,Male,3-9,False,0.2156482327486359,False,True
White,Male,3-9,True,0.8056883130315371,True,True
White,Male,3-9,False,0.14540515068735663,False,True
White,Male,3-9,True,0.7850087778747199,True,True
White,Male,3-9,False,0.31183718587745485,False,True
White,Male,3-9,True,0.7904814598934727,True,True
White,Male,3-9,False,0.131777522368827,False,True
White,Male,3-9,True,0.7511073515946068,True,True
White,Male,3-9,False,0.11233805876148276,False,True
White,Male,3-9,True,0.743523802912794,False,False
White,Male,3-9,False,0.09864154059389393,False,True
White,Male,3-9,True,0.7970246702334907,True,True
White,Male,3-9,False,0.11267778669759937,False,True
White,Male,3-9,True,0.7457333605933967,False,False
White,Male,3-9,False,0.19590921653499,False,True
White,Male,3-9,True,0.7552880697115305,True,True
White,Male,3-9,False,0.1269815044880398,False,True
White,Male,3-9,True,0.7559415173493476,True,True
White,Male,3-9,False,0.07217919910954691,False,True
White,Male,3-9,True,0.8163983658633234,True,True
White,Male,3-9,False,0.10490628910531205,False,True
White,Male,3-9,True,0.7836222443679604,True,True
White,Male,3-9,False,0.03237492472735905,False,True
White,Male,3-9,True,0.7751625667657391,True,True
White,Male,3-9,False,0.2265620969965617,False,True
White,Male,3-9,True,0.6924359843417273,False,False
White,Male,3-9,False,0.18465131397781295,False,True
White,Male,3-9,True,0.8129491909320343,True,True
White,Male,3-9,False,0.20134243829567303,False,True
White,Male,3-9,True,0.7231159759183088,False,False
White,Male,3-9,False,0.0659061797436603,False,True
White,Male,3-9,True,0.7738065124239113,True,True
White,Male,3-9,False,0.11261502064709158,False,True
White,Male,3-9,True,0.7856528381352874,True,True
White,Male,3-9,False,0.30650115621733925,False,True
White,Male,3-9,True,0.8164784295794167,True,True
White,Male,3-9,False,0.17189903993582442,False,True
White,Male,3-9,True,0.7755552255895074,True,True
White,Male,3-9,False,0.37260615562956356,False,True
White,Male,3-9,True,0.8077748635347267,True,True
White,Male,3-9,False,0.2110406027670047,False,True
White,Male,3-9,True,0.7975654626973799,True,True
White,Male,3-9,False,0.07651359661225089,False,True
White,Male,3-9,True,0.8002293334203215,True,True
White,Male,3-9,False,0.3907460364195865,False,True
White,Male,3-9,True,0.7555195074792029,True,True
White,Male,3-9,False,0.09056072717429664,False,True
White,Male,3-9,True,0.8151945929755087,True,True
White,Male,3-9,False,0.12825921680837132,False,True
White,Male,3-9,True,0.7746739086662409,True,True
White,Male,3-9,False,0.16887757515496177,False,True
White,Male,3-9,True,0.7720667934063828,True,True
White,Male,3-9,False,0.3947082215926355,False,True
White,Male,3-9,True,0.7355664441270509,False,False
White,Male,3-9,False,0.17419767415008847,False,True
White,Male,3-9,True,0.7518713761125583,True,True
White,Male,3-9,False,0.3354536383089076,False,True
White,Male,3-9,True,0.8146641835243236,True,True
White,Male,3-9,False,0.19979684192722375,False,True
White,Male,3-9,True,0.8280079195068375,True,True
White,Male,3-9,False,0.14698100760094568,False,True
White,Male,3-9,True,0.7955962399440382,True,True
White,Male,3-9,False,0.09870529435888745,False,True
White,Male,3-9,True,0.7832874334876603,True,True
White,Male,3-9,False,0.25666456035366636,False,True
White,Male,3-9,True,0.770259339268615,True,True
White,Male,3-9,False,0.14884835477359568,False,True
White,Male,3-9,True,0.7926038215407678,True,True
White,Male,3-9,False,0.04269324874964969,False,True
White,Male,3-9,True,0.8026864426220042,True,True
White,Male,3-9,False,0.20680112815349605,False,True
White,Male,3-9,True,0.7778384669982081,True,True
White,Male,3-9,False,0.18685784508214268,False,True
White,Male,3-9,True,0.8456928487215978,True,True
White,Male,3-9,False,0.06047773341730549,False,True
White,Male,3-9,True,0.771278754660117,True,True
White,Male,3-9,False,0.3090934499362513,False,True
White,Male,3-9,True,0.7560316667936144,True,True
White,Male,3-9,False,0.140247743150775,False,True
White,Male,3-9,True,0.8127161659929475,True,True
White,Male,3-9,False,0.1747275307582311,False,True
White,Male,3-9,True,0.805621605756996,True,True
White,Male,3-9,False,0.07477507646039537,False,True
White,Male,3-9,True,0.8126032231462081,True,True
White,Male,3-9,False,0.4436720184322023,False,True
White,Male,3-9,True,0.76462774264205,True,True
White,Male,3-9,False,0.2678248061490141,False,True
White,Male,3-9,True,0.767645322943361,True,True
White,Male,3-9,False,0.08423118625200482,False,True
White,Male,3-9,True,0.7373810308117087,False,False
White,Male,3-9,False,0.24714997689967327,False,True
White,Male,10-19,True,0.9092826660295639,True,True
White,Male,10-19,False,0.15105985804381225,False,True
White,Male,10-19,True,0.9025798145957833,True,True
White,Male,10-19,False,0.1788205580987038,False,True
White,Male,10-19,True,0.8970586998273692,True,True
White,Male,10-19,False,0.13885617763851846,False,True
White,Male,10-19,True,0.8601346032767574,True,True
White,Male,10-19,False,0.10753077474086375,False,True
White,Male,10-19,True,0.8797821564860118,True,True
White,Male,10-19,False,0.17201361610248045,False,True
White,Male,10-19,True,0.8870403092955661,True,True
White,Male,10-19,False,0.051357257982513484,False,True
White,Male,10-19,True,0.8387264369085722,True,True
White,Male,10-19,False,0.1597655012626821,False,True
White,Male,10-19,True,0.8933466659546927,True,True
White,Male,10-19,False,0.2193494997831728,False,True
White,Male,10-19,True,0.8718865248515031,True,True
White,Male,10-19,False,0.051949837131092455,False,True
White,Male,10-19,True,0.8570940338771604,True,True
White,Male,10-19,False,0.14974330047924328,False,True
White,Male,10-19,True,0.9091181388489875,True,True
White,Male,10-19,False,0.07261399781903541,False,True
White,Male,10-19,True,0.9114053116767038,True,True
White,Male,10-19,False,0.0670065103978701,False,True
White,Male,10-19,True,0.907443953346733,True,True
White,Male,10-19,False,0.32120044076856114,False,True
White,Male,10-19,True,0.8818516230088898,True,True
White,Male,10-19,False,0.29529893120558026,False,True
White,Male,10-19,True,0.8646421137956921,True,True
White,Male,10-19,False,0.36754145728894183,False,True
White,Male,10-19,True,0.8825794629237484,True,True
White,Male,10-19,False,0.2237589397241359,False,True
White,Male,10-19,True,0.9058924805981432,True,True
White,Male,10-19,False,0.043797126418403526,False,True
White,Male,10-19,True,0.8960835720115272,True,True
White,Male,10-19,False,0.2245296714641039,False,True
White,Male,10-19,True,0.9007526855268473,True,True
White,Male,10-19,False,0.09671983850457355,False,True
White,Male,10-19,True,0.8619338962075783,True,True
White,Male,10-19,False,0.17928011674428024,False,True
White,Male,10-19,True,0.8867547091587238,True,True
White,Male,10-19,False,0.13077074837316832,False,True
White,Male,10-19,True,0.9038925554187345,True,True
White,Male,10-19,False,0.008047805344641976,False,True
White,Male,10-19,True,0.8704527002557589,True,True
White,Male,10-19,False,0.05469234726701419,False,True
White,Male,10-19,True,0.9168608156688259,True,True
White,Male,10-19,False,0.22181180621719204,False,True
White,Male,10-19,True,0.8944938496159831,True,True
White,Male,10-19,False,0.0773999859062186,False,True
White,Male,10-19,True,0.8937492306746062,True,True
White,Male,10-19,False,0.06387727747156377,False,True
White,Male,10-19,True,0.8786267666163794,True,True
White,Male,10-19,False,0.3997695681311585,False,True
White,Male,10-19,True,0.9100288715507432,True,True
White,Male,10-19,False,0.0919359847071683,False,True
White,Male,10-19,True,0.9053402050203863,True,True
White,Male,10-19,False,0.031591461523812966,False,True
White,Male,10-19,True,0.874194921728936,True,True
White,Male,10-19,False,0.09602879867397734,False,True
White,Male,10-19,True,0.8039154604432881,True,True
White,Male,10-19,False,0.2806532712669391,False,True
White,Male,10-19,True,0.905970126892333,True,True
White,Male,10-19,False,0.30598790064034287,False,True
White,Male,10-19,True,0.9013813665036463,True,True
White,Male,10-19,False,0.21332925926400248,False,True
White,Male,10-19,True,0.9174713376107679,True,True
White,Male,10-19,False,0.1519006217206553,False,True
White,Male,10-19,True,0.9037989757067022,True,True
White,Male,10-19,False,0.1280361131886469,False,True
White,Male,10-19,True,0.8668943599026449,True,True
White,Male,10-19,False,0.10481846273844923,False,True
White,Male,10-19,True,0.8604380790410383,True,True
White,Male,10-19,False,0.2558300195378467,False,True
White,Male,10-19,True,0.8343759306915699,True,True
White,Male,10-19,False,0.30192131741123474,False,True
White,Male,10-19,True,0.9095638623611073,True,True
White,Male,10-19,False,0.27647865673768046,False,True
White,Male,10-19,True,0.8559458259405073,True,True
White,Male,10-19,False,0.08538634793736552,False,True
White,Male,10-19,True,0.8594519579595863,True,True
White,Male,10-19,False,0.15523254934733938,False,True
White,Male,10-19,True,0.8797927724923262,True,True
White,Male,10-19,False,0.29046997448321954,False,True
White,Male,10-19,True,0.8945448188791577,True,True
White,Male,10-19,False,0.12821632502116853,False,True
White,Male,10-19,True,0.8568829720971027,True,True
White,Male,10-19,False,0.30818318127017696,False,True
White,Male,10-19,True,0.8865937188175063,True,True
White,Male,10-19,False,0.3655498262808582,False,True
White,Male,10-19,True,0.9045268283011487,True,True
White,Male,10-19,False,0.05350733098467804,False,True
White,Male,10-19,True,0.9024485436838714,True,True
White,Male,10-19,False,0.14994361759751776,False,True
White,Male,10-19,True,0.913580165325764,True,True
White,Male,10-19,False,0.14498769348065021,False,True
White,Male,10-19,True,0.935873854605079,True,True
White,Male,10-19,False,0.20956913610352276,False,True
White,Male,10-19,True,0.860393194738204,True,True
White,Male,10-19,False,0.30488693806422906,False,True
White,Male,10-19,True,0.7912994398409634,True,True
White,Male,10-19,False,0.15058005618732967,False,True
White,Male,10-19,True,0.9139159493863257,True,True
White,Male,10-19,False,0.06908510312012403,False,True
White,Male,10-19,True,0.9087179195062964,True,True
White,Male,10-19,False,0.15770449420276483,False,True
White,Male,10-19,True,0.8712667608576316,True,True
White,Male,10-19,False,0.20799258586445302,False,True
White,Male,10-19,True,0.878924815011448,True,True
White,Male,10-19,False,0.06881495025853235,False,True
White,Male,10-19,True,0.899948437585517,True,True
White,Male,10-19,False,0.042151367786199795,False,True
White,Male,10-19,True,0.8996424771499402,True,True
White,Male,10-19,False,0.11362876358450606,False,True
White,Male,10-19,True,0.9307660370902144,True,True
White,Male,10-19,False,0.1078254922767462,False,True
White,Male,10-19,True,0.8795729882763359,True,True
White,Male,10-19,False,0.22333249285010548,False,True
White,Male,10-19,True,0.8579944583056737,True,True
White,Male,10-19,False,0.28569465109724623,False,True
White,Male,10-19,True,0.8873408599307977,True,True
White,Male,10-19,False,0.027037049163995998,False,True
White,Male,10-19,True,0.8399192989506193,True,True
White,Male,10-19,False,0.30800125090236535,False,True
White,Male,10-19,True,0.8596072564331998,True,True
White,Male,10-19,False,0.1523241728433137,False,True
White,Male,10-19,True,0.8603313744471603,True,True
White,Male,10-19,False,0.06187401103610984,False,True
White,Male,10-19,True,0.8856523938821302,True,True
White,Male,10-19,False,0.1764346412916956,False,True
White,Male,10-19,True,0.9266894513186792,True,True
White,Male,10-19,False,0.15386928807333092,False,True
White,Male,10-19,True,0.8960354781898437,True,True
White,Male,10-19,False,0.18267829454121393,False,True
White,Male,10-19,True,0.8851592465632592,True,True
White,Male,10-19,False,0.14666986018695705,False,True
White,Male,10-19,True,0.8847013137327462,True,True
White,Male,10-19,False,0.14264421365601593,False,True
White,Male,10-19,True,0.9134393066168268,True,True
White,Male,10-19,False,0.1517497454857206,False,True
White,Male,10-19,True,0.9059523970484125,True,True
White,Male,10-19,False,0.2366746348515702,False,True
White,Male,10-19,True,0.839200356934279,True,True
White,Male,10-19,False,0.058658057771801386,False,True
White,Male,10-19,True,0.9109215452155895,True,True
White,Male,10-19,False,0.14697122341768706,False,True
White,Male,10-19,True,0.8809206481809436,True,True
White,Male,10-19,False,0.10693985838807234,False,True
White,Male,10-19,True,0.8680008973621132,True,True
White,Male,10-19,False,0.30271983844605366,False,True
White,Male,10-19,True,0.9082635758534183,True,True
White,Male,10-19,False,0.24449152366843516,False,True
White,Male,10-19,True,0.8724406317912599,True,True
White,Male,10-19,False,0.2526238834410099,False,True
White,Male,10-19,True,0.8652696849464719,True,True
White,Male,10-19,False,0.19148323223939048,False,True
White,Male,10-19,True,0.8610200434357571,True,True
White,Male,10-19,False,0.0821619481932298,False,True
White,Male,10-19,True,0.8817298118317657,True,True
White,Male,10-19,False,0.2139790914859672,False,True
White,Male,10-19,True,0.8740625668919908,True,True
White,Male,10-19,False,0.15050471079612843,False,True
White,Male,10-19,True,0.8989637052615309,True,True
White,Male,10-19,False,0.10838755444448894,False,True
White,Male,10-19,True,0.8474397678444593,True,True
White,Male,10-19,False,0.1841922321993448,False,True
White,Male,10-19,True,0.882294446607197,True,True
White,Male,10-19,False,0.272826181498489,False,True
White,Male,10-19,True,0.9155602397010686,True,True
White,Male,10-19,False,0.42841255563383157,False,True
White,Male,10-19,True,0.8245574741294206,True,True
White,Male,10-19,False,0.22431740263859812,False,True
White,Male,10-19,True,0.8761382745210207,True,True
White,Male,10-19,False,0.24679586616444077,False,True
White,Male,10-19,True,0.8847452630247208,True,True
White,Male,10-19,False,0.06369009946121422,False,True
White,Male,10-19,True,0.8746067792664952,True,True
White,Male,10-19,False,0.3272540859347004,False,True
White,Male,10-19,True,0.8873928248751103,True,True
White,Male,10-19,False,0.1862900622313266,False,True
White,Male,10-19,True,0.8898950719937915,True,True
White,Male,10-19,False,0.01167247226185892,False,True
